InternshipID,Title,Description,Sector,Subsector,RequiredSkills,EducationLevel,Location,Mode,Duration,Language,Stipend,ToolsUsed,Tags,ExperienceLevel,LastDateToApply
INT0492,Intern,Work as a intern at Larsen & Toubro. Gain hands-on experience in manufacturing & industrial / metals & mining tasks.,Manufacturing & Industrial / Metals & Mining,General,MS Office,12th Pass,Mumbai,Hybrid,3 Months,Gujarati,13327,Excel,"Beginner Friendly, Government Scheme Aligned",Intermediate,03-02-26
INT0493,Intern,Work as a intern at Larsen & Toubro. Gain hands-on experience in manufacturing & industrial / metals & mining tasks.,Manufacturing & Industrial / Metals & Mining,General,MS Office,12th Pass,Imphal,Online,4 Months,Hindi,13298,Excel,"Beginner Friendly, Rural Outreach",Intermediate,15-03-26
INT0494,Intern,Work as a intern at NABARD. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,MS Office,PG,Patna,Online,3 Months,English,10584,Excel,"Rural Outreach, Paid Internship",Beginner,19-06-26
INT0495,Intern,Work as a intern at Amul. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,MS Office,UG,Chennai,Hybrid,1 Months,English,6286,Excel,"Remote Friendly, Government Scheme Aligned",Intermediate,12-07-26
INT0496,Intern,Work as a intern at IRCTC. Gain hands-on experience in travel & hospitality tasks.,Travel & Hospitality,General,MS Office,Diploma,Hyderabad,Offline,2 Months,English,12166,Excel,"Beginner Friendly, Paid Internship",Advanced,15-04-26
INT0497,Data Analyst Intern,Work as a data analyst intern at Wipro. Gain hands-on experience in it & software / tech tasks.,IT & Software / Tech,General,"Python, Pandas, Excel",UG,Bangalore,Hybrid,1 Months,English,362,"Jupyter Notebook, Excel","Beginner Friendly, Paid Internship",Advanced,31-10-25
INT0498,Finance Intern,Work as a finance intern at SBI. Gain hands-on experience in banking & financial services tasks.,Banking & Financial Services,General,"Financial Modeling, Excel, Tally",Diploma,Delhi,Offline,4 Months,Hindi,12855,"Excel, Tally","Remote Friendly, Government Scheme Aligned",Advanced,22-01-26
INT0499,Intern,Work as a intern at Airtel. Gain hands-on experience in telecom / retail / consumer durables / misc tasks.,Telecom / Retail / Consumer Durables / Misc,General,MS Office,PG,Bangalore,Online,1 Months,English,5184,Excel,"Remote Friendly, Beginner Friendly",Beginner,12-02-26
INT0500,Intern,Work as a intern at Maruti Suzuki. Gain hands-on experience in automotive tasks.,Automotive,General,MS Office,UG,Bangalore,Offline,6 Months,English,2377,Excel,"Paid Internship, Government Scheme Aligned",Beginner,12-01-26
INT0501,Intern,Work as a intern at IRCTC. Gain hands-on experience in travel & hospitality tasks.,Travel & Hospitality,General,MS Office,PG,Aizawl,Online,6 Months,Hindi,14350,Excel,"Beginner Friendly, Rural Outreach",Intermediate,28-10-25
INT0502,Intern,Work as a intern at AIIMS. Gain hands-on experience in healthcare tasks.,Healthcare,General,MS Office,PG,Patna,Hybrid,1 Months,English,7204,Excel,"Government Scheme Aligned, Beginner Friendly",Intermediate,20-10-25
INT0503,Finance Intern,Work as a finance intern at SBI. Gain hands-on experience in banking & financial services tasks.,Banking & Financial Services,General,"Financial Modeling, Excel, Tally",UG,Hyderabad,Offline,5 Months,English,94,"Excel, Tally","Government Scheme Aligned, Paid Internship",Beginner,12-12-25
INT0504,Intern,Work as a intern at Flipkart. Gain hands-on experience in telecom / retail / consumer durables / misc tasks.,Telecom / Retail / Consumer Durables / Misc,General,MS Office,12th Pass,Aizawl,Online,1 Months,English,14794,Excel,"Rural Outreach, Government Scheme Aligned",Intermediate,15-02-26
INT0505,Intern,Work as a intern at Tata Motors. Gain hands-on experience in automotive tasks.,Automotive,General,MS Office,12th Pass,Delhi,Hybrid,2 Months,Hindi,8733,Excel,"Beginner Friendly, Government Scheme Aligned",Advanced,19-04-26
INT0506,Intern,Work as a intern at IRCTC. Gain hands-on experience in travel & hospitality tasks.,Travel & Hospitality,General,MS Office,PG,Bangalore,Offline,1 Months,English,14165,Excel,"Beginner Friendly, Remote Friendly",Intermediate,27-11-25
INT0507,Energy Analyst Intern,"Work as a energy analyst intern at Indian Oil. Gain hands-on experience in oil, gas & energy tasks.","Oil, Gas & Energy",General,"Excel, Data Analysis, Power BI",UG,Chennai,Hybrid,2 Months,Marathi,14325,"Power BI, Excel","Remote Friendly, Paid Internship",Beginner,25-02-26
INT0508,Intern,Work as a intern at AIIMS. Gain hands-on experience in healthcare tasks.,Healthcare,General,MS Office,Diploma,Chennai,Online,6 Months,English,13044,Excel,"Beginner Friendly, Rural Outreach",Intermediate,08-03-26
INT0509,Intern,Work as a intern at AIIMS. Gain hands-on experience in healthcare tasks.,Healthcare,General,MS Office,PG,Mumbai,Online,5 Months,Hindi,10907,Excel,"Beginner Friendly, Remote Friendly",Intermediate,22-05-26
INT0510,Intern,Work as a intern at Reliance Jio. Gain hands-on experience in telecom / retail / consumer durables / misc tasks.,Telecom / Retail / Consumer Durables / Misc,General,MS Office,Diploma,Imphal,Hybrid,6 Months,Hindi,6376,Excel,"Government Scheme Aligned, Paid Internship",Advanced,23-10-25
INT0511,Intern,"Work as a intern at Zee Media. Gain hands-on experience in education, media & entertainment tasks.","Education, Media & Entertainment",General,MS Office,UG,Jaisalmer,Offline,5 Months,English,802,Excel,"Beginner Friendly, Remote Friendly",Intermediate,20-04-26
INT0512,Data Analyst Intern,Work as a data analyst intern at Wipro. Gain hands-on experience in it & software / tech tasks.,IT & Software / Tech,General,"Python, Pandas, Excel",12th Pass,Delhi,Online,1 Months,English,3691,"Jupyter Notebook, Excel","Paid Internship, Rural Outreach",Advanced,11-12-25
INT0513,Data Analyst Intern,Work as a data analyst intern at Infosys. Gain hands-on experience in it & software / tech tasks.,IT & Software / Tech,General,"Python, Pandas, Excel",PG,Raipur,Offline,6 Months,Gujarati,10744,"Jupyter Notebook, Excel","Remote Friendly, Paid Internship",Beginner,18-01-26
INT0514,Intern,Work as a intern at Tata Motors. Gain hands-on experience in automotive tasks.,Automotive,General,MS Office,12th Pass,Imphal,Hybrid,2 Months,Hindi,13839,Excel,"Rural Outreach, Paid Internship",Beginner,21-10-25
INT0515,Intern,Work as a intern at Fortis. Gain hands-on experience in healthcare tasks.,Healthcare,General,MS Office,12th Pass,Chennai,Online,1 Months,Hindi,12646,Excel,"Government Scheme Aligned, Paid Internship",Intermediate,11-04-26
INT0516,Intern,Work as a intern at Apollo Hospitals. Gain hands-on experience in healthcare tasks.,Healthcare,General,MS Office,12th Pass,Bangalore,Offline,3 Months,Hindi,12784,Excel,"Rural Outreach, Remote Friendly",Intermediate,02-03-26
INT0517,Intern,Work as a intern at NABARD. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,MS Office,PG,Chennai,Hybrid,3 Months,English,1887,Excel,"Remote Friendly, Rural Outreach",Advanced,23-03-26
INT0518,Intern,Work as a intern at Maruti Suzuki. Gain hands-on experience in automotive tasks.,Automotive,General,MS Office,Diploma,Delhi,Hybrid,3 Months,Hindi,12509,Excel,"Government Scheme Aligned, Remote Friendly",Intermediate,06-12-25
INT0519,Finance Intern,Work as a finance intern at HDFC Bank. Gain hands-on experience in banking & financial services tasks.,Banking & Financial Services,General,"Financial Modeling, Excel, Tally",12th Pass,Bangalore,Hybrid,6 Months,English,7436,"Excel, Tally","Rural Outreach, Beginner Friendly",Intermediate,08-02-26
INT0520,Intern,"Work as a intern at Byju's. Gain hands-on experience in education, media & entertainment tasks.","Education, Media & Entertainment",General,MS Office,UG,Mumbai,Offline,2 Months,Hindi,3731,Excel,"Government Scheme Aligned, Rural Outreach",Beginner,29-12-25
INT0521,Frontend Developer Intern,Work as a frontend developer intern at Infosys. Gain hands-on experience in it & software / tech tasks.,IT & Software / Tech,General,"React, HTML, CSS, JavaScript",12th Pass,Imphal,Online,6 Months,English,12204,"VS Code, Git","Rural Outreach, Paid Internship",Beginner,28-02-26
INT0522,Intern,Work as a intern at IFFCO. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,MS Office,PG,Hyderabad,Offline,5 Months,English,2128,Excel,"Remote Friendly, Paid Internship",Intermediate,04-07-26
INT0523,Data Analyst Intern,Work as a data analyst intern at Infosys. Gain hands-on experience in it & software / tech tasks.,IT & Software / Tech,General,"Python, Pandas, Excel",12th Pass,Hyderabad,Offline,5 Months,Hindi,2631,"Jupyter Notebook, Excel","Rural Outreach, Government Scheme Aligned",Beginner,26-05-26
INT0524,Intern,Work as a intern at Fortis. Gain hands-on experience in healthcare tasks.,Healthcare,General,MS Office,12th Pass,Delhi,Offline,1 Months,Hindi,14279,Excel,"Remote Friendly, Paid Internship",Advanced,11-03-26
INT0525,Intern,Work as a intern at Amul. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,MS Office,Diploma,Chennai,Online,3 Months,Hindi,3907,Excel,"Paid Internship, Remote Friendly",Beginner,08-01-26
INT0526,Intern,Work as a intern at Amul. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,MS Office,Diploma,Jaisalmer,Offline,3 Months,Marathi,2678,Excel,"Government Scheme Aligned, Remote Friendly",Beginner,05-07-26
INT0527,Energy Analyst Intern,"Work as a energy analyst intern at Tata Power. Gain hands-on experience in oil, gas & energy tasks.","Oil, Gas & Energy",General,"Excel, Data Analysis, Power BI",UG,Raipur,Offline,2 Months,English,8150,"Power BI, Excel","Remote Friendly, Rural Outreach",Beginner,12-04-26
INT0528,Intern,Work as a intern at Mahindra & Mahindra. Gain hands-on experience in automotive tasks.,Automotive,General,MS Office,Diploma,Delhi,Hybrid,4 Months,Hindi,1966,Excel,"Government Scheme Aligned, Rural Outreach",Beginner,27-05-26
INT0529,Intern,Work as a intern at NABARD. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,MS Office,12th Pass,Pune,Hybrid,6 Months,Gujarati,824,Excel,"Paid Internship, Beginner Friendly",Intermediate,01-01-26
INT0530,Energy Analyst Intern,"Work as a energy analyst intern at NTPC. Gain hands-on experience in oil, gas & energy tasks.","Oil, Gas & Energy",General,"Excel, Data Analysis, Power BI",12th Pass,Jaisalmer,Offline,3 Months,Tamil,5824,"Power BI, Excel","Remote Friendly, Paid Internship",Intermediate,18-12-25
INT0531,Intern,Work as a intern at Fortis. Gain hands-on experience in healthcare tasks.,Healthcare,General,MS Office,12th Pass,Patna,Online,4 Months,English,3472,Excel,"Remote Friendly, Beginner Friendly",Advanced,03-04-26
INT0532,Intern,Work as a intern at SAIL. Gain hands-on experience in manufacturing & industrial / metals & mining tasks.,Manufacturing & Industrial / Metals & Mining,General,MS Office,UG,Imphal,Hybrid,5 Months,English,5125,Excel,"Paid Internship, Government Scheme Aligned",Advanced,29-03-26
INT0533,Intern,Work as a intern at Apollo Hospitals. Gain hands-on experience in healthcare tasks.,Healthcare,General,MS Office,12th Pass,Jaisalmer,Offline,6 Months,Marathi,2366,Excel,"Paid Internship, Rural Outreach",Advanced,30-03-26
INT0534,Intern,Work as a intern at Maruti Suzuki. Gain hands-on experience in automotive tasks.,Automotive,General,MS Office,PG,Hyderabad,Hybrid,1 Months,English,7917,Excel,"Government Scheme Aligned, Paid Internship",Beginner,09-12-25
INT0535,Intern,Work as a intern at Tata Motors. Gain hands-on experience in automotive tasks.,Automotive,General,MS Office,12th Pass,Jaisalmer,Hybrid,3 Months,English,1160,Excel,"Rural Outreach, Remote Friendly",Advanced,12-07-26
INT0536,Energy Analyst Intern,"Work as a energy analyst intern at ONGC. Gain hands-on experience in oil, gas & energy tasks.","Oil, Gas & Energy",General,"Excel, Data Analysis, Power BI",UG,Shillong,Offline,6 Months,Hindi,4915,"Power BI, Excel","Rural Outreach, Paid Internship",Advanced,13-12-25
INT0537,Intern,Work as a intern at MakeMyTrip. Gain hands-on experience in travel & hospitality tasks.,Travel & Hospitality,General,MS Office,PG,Mumbai,Offline,6 Months,Hindi,10462,Excel,"Paid Internship, Rural Outreach",Beginner,08-03-26
INT0538,Intern,Work as a intern at Ministry of Tourism. Gain hands-on experience in travel & hospitality tasks.,Travel & Hospitality,General,MS Office,Diploma,Jaisalmer,Online,6 Months,English,11113,Excel,"Government Scheme Aligned, Paid Internship",Intermediate,02-02-26
INT0539,Intern,Work as a intern at JSW Steel. Gain hands-on experience in manufacturing & industrial / metals & mining tasks.,Manufacturing & Industrial / Metals & Mining,General,MS Office,UG,Delhi,Hybrid,6 Months,Hindi,13728,Excel,"Rural Outreach, Government Scheme Aligned",Beginner,26-12-25
INT0540,Finance Intern,Work as a finance intern at Axis Bank. Gain hands-on experience in banking & financial services tasks.,Banking & Financial Services,General,"Financial Modeling, Excel, Tally",Diploma,Delhi,Online,6 Months,Hindi,4492,"Excel, Tally","Rural Outreach, Beginner Friendly",Advanced,22-04-26
INT0541,Energy Analyst Intern,"Work as a energy analyst intern at NTPC. Gain hands-on experience in oil, gas & energy tasks.","Oil, Gas & Energy",General,"Excel, Data Analysis, Power BI",UG,Raipur,Online,6 Months,Hindi,5750,"Power BI, Excel","Paid Internship, Rural Outreach",Advanced,01-03-26
INT0542,Intern,Work as a intern at Maruti Suzuki. Gain hands-on experience in automotive tasks.,Automotive,General,MS Office,Diploma,Patna,Online,2 Months,Bengali,3831,Excel,"Rural Outreach, Remote Friendly",Intermediate,06-05-26
INT0543,Intern,Work as a intern at JSW Steel. Gain hands-on experience in manufacturing & industrial / metals & mining tasks.,Manufacturing & Industrial / Metals & Mining,General,MS Office,12th Pass,Bangalore,Hybrid,2 Months,Hindi,14544,Excel,"Rural Outreach, Remote Friendly",Intermediate,29-04-26
INT0544,Intern,Work as a intern at SAIL. Gain hands-on experience in manufacturing & industrial / metals & mining tasks.,Manufacturing & Industrial / Metals & Mining,General,MS Office,PG,Aizawl,Online,1 Months,Hindi,13811,Excel,"Remote Friendly, Paid Internship",Advanced,26-10-25
INT0545,Intern,Work as a intern at NABARD. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,MS Office,UG,Bangalore,Offline,6 Months,English,2012,Excel,"Paid Internship, Government Scheme Aligned",Advanced,24-06-26
INT0546,Intern,Work as a intern at MakeMyTrip. Gain hands-on experience in travel & hospitality tasks.,Travel & Hospitality,General,MS Office,UG,Mumbai,Offline,2 Months,English,5221,Excel,"Rural Outreach, Beginner Friendly",Intermediate,01-07-26
INT0547,Intern,Work as a intern at Mahindra & Mahindra. Gain hands-on experience in automotive tasks.,Automotive,General,MS Office,UG,Chennai,Hybrid,3 Months,English,7354,Excel,"Government Scheme Aligned, Remote Friendly",Beginner,13-12-25
INT0548,Data Analyst Intern,Work as a data analyst intern at Wipro. Gain hands-on experience in it & software / tech tasks.,IT & Software / Tech,General,"Python, Pandas, Excel",UG,Mumbai,Online,4 Months,Hindi,6746,"Jupyter Notebook, Excel","Remote Friendly, Paid Internship",Beginner,15-03-26
INT0549,Intern,Work as a intern at Ministry of Tourism. Gain hands-on experience in travel & hospitality tasks.,Travel & Hospitality,General,MS Office,12th Pass,Shillong,Hybrid,3 Months,Hindi,14514,Excel,"Rural Outreach, Government Scheme Aligned",Beginner,28-03-26
