InternshipID,Title,Description,Sector,Subsector,RequiredSkills,EducationLevel,Mode,Duration,Language,Stipend,ToolsUsed,Tags,ExperienceLevel,LastDateToApply,City,State
INT0487,finance intern,Work as a finance intern at HDFC Bank. Gain hands-on experience in banking & financial services tasks.,Banking & Financial Services,General,"financial modeling, excel, tally",12Th Pass,Online,5 Months,English,9646,"excel, tally","rural outreach, remote friendly",Intermediate,01-01-26,Pune,unknown
INT0488,intern,Work as a intern at Apollo Hospitals. Gain hands-on experience in healthcare tasks.,Healthcare,General,ms office,Pg,Online,5 Months,English,826,excel,"paid internship, government scheme aligned",Beginner,13-04-26,Mumbai,unknown
INT0489,intern,Work as a intern at Maruti Suzuki. Gain hands-on experience in automotive tasks.,Automotive,General,ms office,Pg,Offline,2 Months,Hindi,1454,excel,"paid internship, beginner friendly",Beginner,30-05-26,Aizawl,unknown
INT0490,frontend developer intern,Work as a frontend developer intern at Infosys. Gain hands-on experience in it & software / tech tasks.,IT & Software / Tech,General,"react, html, css, javascript",Pg,Online,1 Months,Hindi,483,"vs code, git","rural outreach, beginner friendly",Advanced,26-11-25,Bangalore,unknown
INT0491,intern,Work as a intern at Apollo Hospitals. Gain hands-on experience in healthcare tasks.,Healthcare,General,ms office,12Th Pass,Offline,4 Months,English,3718,excel,"paid internship, remote friendly",Advanced,26-01-26,Jaisalmer,unknown
INT0492,intern,Work as a intern at Larsen & Toubro. Gain hands-on experience in manufacturing & industrial / metals & mining tasks.,Manufacturing & Industrial / Metals & Mining,General,ms office,12Th Pass,Hybrid,3 Months,Gujarati,13327,excel,"beginner friendly, government scheme aligned",Intermediate,03-02-26,Mumbai,unknown
INT0493,intern,Work as a intern at Larsen & Toubro. Gain hands-on experience in manufacturing & industrial / metals & mining tasks.,Manufacturing & Industrial / Metals & Mining,General,ms office,12Th Pass,Online,4 Months,Hindi,13298,excel,"beginner friendly, rural outreach",Intermediate,15-03-26,Imphal,unknown
INT0494,intern,Work as a intern at NABARD. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,ms office,Pg,Online,3 Months,English,10584,excel,"rural outreach, paid internship",Beginner,19-06-26,Patna,unknown
INT0495,intern,Work as a intern at Amul. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,ms office,Ug,Hybrid,1 Months,English,6286,excel,"remote friendly, government scheme aligned",Intermediate,12-07-26,Chennai,unknown
INT0496,intern,Work as a intern at IRCTC. Gain hands-on experience in travel & hospitality tasks.,Travel & Hospitality,General,ms office,Diploma,Offline,2 Months,English,12166,excel,"beginner friendly, paid internship",Advanced,15-04-26,Hyderabad,unknown
INT0497,data analyst intern,Work as a data analyst intern at Wipro. Gain hands-on experience in it & software / tech tasks.,IT & Software / Tech,General,"python, pandas, excel",Ug,Hybrid,1 Months,English,362,"jupyter notebook, excel","beginner friendly, paid internship",Advanced,31-10-25,Bangalore,unknown
INT0498,finance intern,Work as a finance intern at SBI. Gain hands-on experience in banking & financial services tasks.,Banking & Financial Services,General,"financial modeling, excel, tally",Diploma,Offline,4 Months,Hindi,12855,"excel, tally","remote friendly, government scheme aligned",Advanced,22-01-26,Delhi,unknown
INT0499,intern,Work as a intern at Airtel. Gain hands-on experience in telecom / retail / consumer durables / misc tasks.,Telecom / Retail / Consumer Durables / Misc,General,ms office,Pg,Online,1 Months,English,5184,excel,"remote friendly, beginner friendly",Beginner,12-02-26,Bangalore,unknown
INT0500,intern,Work as a intern at Maruti Suzuki. Gain hands-on experience in automotive tasks.,Automotive,General,ms office,Ug,Offline,6 Months,English,2377,excel,"paid internship, government scheme aligned",Beginner,12-01-26,Bangalore,unknown
INT0501,intern,Work as a intern at IRCTC. Gain hands-on experience in travel & hospitality tasks.,Travel & Hospitality,General,ms office,Pg,Online,6 Months,Hindi,14350,excel,"beginner friendly, rural outreach",Intermediate,28-10-25,Aizawl,unknown
INT0502,intern,Work as a intern at AIIMS. Gain hands-on experience in healthcare tasks.,Healthcare,General,ms office,Pg,Hybrid,1 Months,English,7204,excel,"government scheme aligned, beginner friendly",Intermediate,20-10-25,Patna,unknown
INT0503,finance intern,Work as a finance intern at SBI. Gain hands-on experience in banking & financial services tasks.,Banking & Financial Services,General,"financial modeling, excel, tally",Ug,Offline,5 Months,English,94,"excel, tally","government scheme aligned, paid internship",Beginner,12-12-25,Hyderabad,unknown
INT0504,intern,Work as a intern at Flipkart. Gain hands-on experience in telecom / retail / consumer durables / misc tasks.,Telecom / Retail / Consumer Durables / Misc,General,ms office,12Th Pass,Online,1 Months,English,14794,excel,"rural outreach, government scheme aligned",Intermediate,15-02-26,Aizawl,unknown
INT0505,intern,Work as a intern at Tata Motors. Gain hands-on experience in automotive tasks.,Automotive,General,ms office,12Th Pass,Hybrid,2 Months,Hindi,8733,excel,"beginner friendly, government scheme aligned",Advanced,19-04-26,Delhi,unknown
INT0506,intern,Work as a intern at IRCTC. Gain hands-on experience in travel & hospitality tasks.,Travel & Hospitality,General,ms office,Pg,Offline,1 Months,English,14165,excel,"beginner friendly, remote friendly",Intermediate,27-11-25,Bangalore,unknown
INT0507,energy analyst intern,"Work as a energy analyst intern at Indian Oil. Gain hands-on experience in oil, gas & energy tasks.","Oil, Gas & Energy",General,"excel, data analysis, power bi",Ug,Hybrid,2 Months,Marathi,14325,"power bi, excel","remote friendly, paid internship",Beginner,25-02-26,Chennai,unknown
INT0508,intern,Work as a intern at AIIMS. Gain hands-on experience in healthcare tasks.,Healthcare,General,ms office,Diploma,Online,6 Months,English,13044,excel,"beginner friendly, rural outreach",Intermediate,08-03-26,Chennai,unknown
INT0509,intern,Work as a intern at AIIMS. Gain hands-on experience in healthcare tasks.,Healthcare,General,ms office,Pg,Online,5 Months,Hindi,10907,excel,"beginner friendly, remote friendly",Intermediate,22-05-26,Mumbai,unknown
INT0510,intern,Work as a intern at Reliance Jio. Gain hands-on experience in telecom / retail / consumer durables / misc tasks.,Telecom / Retail / Consumer Durables / Misc,General,ms office,Diploma,Hybrid,6 Months,Hindi,6376,excel,"government scheme aligned, paid internship",Advanced,23-10-25,Imphal,unknown
INT0511,intern,"Work as a intern at Zee Media. Gain hands-on experience in education, media & entertainment tasks.","Education, Media & Entertainment",General,ms office,Ug,Offline,5 Months,English,802,excel,"beginner friendly, remote friendly",Intermediate,20-04-26,Jaisalmer,unknown
INT0512,data analyst intern,Work as a data analyst intern at Wipro. Gain hands-on experience in it & software / tech tasks.,IT & Software / Tech,General,"python, pandas, excel",12Th Pass,Online,1 Months,English,3691,"jupyter notebook, excel","paid internship, rural outreach",Advanced,11-12-25,Delhi,unknown
INT0513,data analyst intern,Work as a data analyst intern at Infosys. Gain hands-on experience in it & software / tech tasks.,IT & Software / Tech,General,"python, pandas, excel",Pg,Offline,6 Months,Gujarati,10744,"jupyter notebook, excel","remote friendly, paid internship",Beginner,18-01-26,Raipur,unknown
INT0514,intern,Work as a intern at Tata Motors. Gain hands-on experience in automotive tasks.,Automotive,General,ms office,12Th Pass,Hybrid,2 Months,Hindi,13839,excel,"rural outreach, paid internship",Beginner,21-10-25,Imphal,unknown
INT0515,intern,Work as a intern at Fortis. Gain hands-on experience in healthcare tasks.,Healthcare,General,ms office,12Th Pass,Online,1 Months,Hindi,12646,excel,"government scheme aligned, paid internship",Intermediate,11-04-26,Chennai,unknown
INT0516,intern,Work as a intern at Apollo Hospitals. Gain hands-on experience in healthcare tasks.,Healthcare,General,ms office,12Th Pass,Offline,3 Months,Hindi,12784,excel,"rural outreach, remote friendly",Intermediate,02-03-26,Bangalore,unknown
INT0517,intern,Work as a intern at NABARD. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,ms office,Pg,Hybrid,3 Months,English,1887,excel,"remote friendly, rural outreach",Advanced,23-03-26,Chennai,unknown
INT0518,intern,Work as a intern at Maruti Suzuki. Gain hands-on experience in automotive tasks.,Automotive,General,ms office,Diploma,Hybrid,3 Months,Hindi,12509,excel,"government scheme aligned, remote friendly",Intermediate,06-12-25,Delhi,unknown
INT0519,finance intern,Work as a finance intern at HDFC Bank. Gain hands-on experience in banking & financial services tasks.,Banking & Financial Services,General,"financial modeling, excel, tally",12Th Pass,Hybrid,6 Months,English,7436,"excel, tally","rural outreach, beginner friendly",Intermediate,08-02-26,Bangalore,unknown
INT0520,intern,"Work as a intern at Byju's. Gain hands-on experience in education, media & entertainment tasks.","Education, Media & Entertainment",General,ms office,Ug,Offline,2 Months,Hindi,3731,excel,"government scheme aligned, rural outreach",Beginner,29-12-25,Mumbai,unknown
INT0521,frontend developer intern,Work as a frontend developer intern at Infosys. Gain hands-on experience in it & software / tech tasks.,IT & Software / Tech,General,"react, html, css, javascript",12Th Pass,Online,6 Months,English,12204,"vs code, git","rural outreach, paid internship",Beginner,28-02-26,Imphal,unknown
INT0522,intern,Work as a intern at IFFCO. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,ms office,Pg,Offline,5 Months,English,2128,excel,"remote friendly, paid internship",Intermediate,04-07-26,Hyderabad,unknown
INT0523,data analyst intern,Work as a data analyst intern at Infosys. Gain hands-on experience in it & software / tech tasks.,IT & Software / Tech,General,"python, pandas, excel",12Th Pass,Offline,5 Months,Hindi,2631,"jupyter notebook, excel","rural outreach, government scheme aligned",Beginner,26-05-26,Hyderabad,unknown
INT0524,intern,Work as a intern at Fortis. Gain hands-on experience in healthcare tasks.,Healthcare,General,ms office,12Th Pass,Offline,1 Months,Hindi,14279,excel,"remote friendly, paid internship",Advanced,11-03-26,Delhi,unknown
INT0525,intern,Work as a intern at Amul. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,ms office,Diploma,Online,3 Months,Hindi,3907,excel,"paid internship, remote friendly",Beginner,08-01-26,Chennai,unknown
INT0526,intern,Work as a intern at Amul. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,ms office,Diploma,Offline,3 Months,Marathi,2678,excel,"government scheme aligned, remote friendly",Beginner,05-07-26,Jaisalmer,unknown
INT0527,energy analyst intern,"Work as a energy analyst intern at Tata Power. Gain hands-on experience in oil, gas & energy tasks.","Oil, Gas & Energy",General,"excel, data analysis, power bi",Ug,Offline,2 Months,English,8150,"power bi, excel","remote friendly, rural outreach",Beginner,12-04-26,Raipur,unknown
INT0528,intern,Work as a intern at Mahindra & Mahindra. Gain hands-on experience in automotive tasks.,Automotive,General,ms office,Diploma,Hybrid,4 Months,Hindi,1966,excel,"government scheme aligned, rural outreach",Beginner,27-05-26,Delhi,unknown
INT0529,intern,Work as a intern at NABARD. Gain hands-on experience in agriculture & allied tasks.,Agriculture & Allied,General,ms office,12Th Pass,Hybrid,6 Months,Gujarati,824,excel,"paid internship, beginner friendly",Intermediate,01-01-26,Pune,unknown
INT0530,energy analyst intern,"Work as a energy analyst intern at NTPC. Gain hands-on experience in oil, gas & energy tasks.","Oil, Gas & Energy",General,"excel, data analysis, power bi",12Th Pass,Offline,3 Months,Tamil,5824,"power bi, excel","remote friendly, paid internship",Intermediate,18-12-25,Jaisalmer,unknown
INT0531,intern,Work as a intern at Fortis. Gain hands-on experience in healthcare tasks.,Healthcare,General,ms office,12Th Pass,Online,4 Months,English,3472,excel,"remote friendly, beginner friendly",Advanced,03-04-26,Patna,unknown
INT0532,intern,Work as a intern at SAIL. Gain hands-on experience in manufacturing & industrial / metals & mining tasks.,Manufacturing & Industrial / Metals & Mining,General,ms office,Ug,Hybrid,5 Months,English,5125,excel,"paid internship, government scheme aligned",Advanced,29-03-26,Imphal,unknown
INT0533,intern,Work as a intern at Apollo Hospitals. Gain hands-on experience in healthcare tasks.,Healthcare,General,ms office,12Th Pass,Offline,6 Months,Marathi,2366,excel,"paid internship, rural outreach",Advanced,30-03-26,Jaisalmer,unknown
INT0534,intern,Work as a intern at Maruti Suzuki. Gain hands-on experience in automotive tasks.,Automotive,General,ms office,Pg,Hybrid,1 Months,English,7917,excel,"government scheme aligned, paid internship",Beginner,09-12-25,Hyderabad,unknown
